ISO3,Date,Cumulative_cases,Cumulative_deaths
LUX,2023-12,390037,1000
LUX,2024-01,390788,1000
LUX,2024-02,391134,1000
LUX,2024-03,391271,1000
LUX,2024-04,391347,1000
LUX,2024-05,391473,1000
LUX,2024-06,391729,1000
LVA,2020-01,0,0
LVA,2020-02,0,0
LVA,2020-03,347,0
LVA,2020-04,813,13
LVA,2020-05,1066,25
LVA,2020-06,1116,30
LVA,2020-07,1219,31
LVA,2020-08,1393,34
LVA,2020-09,1676,36
LVA,2020-10,4678,60
LVA,2020-11,16975,233
LVA,2020-12,36330,632
LVA,2021-01,66239,1363
LVA,2021-02,86184,1768
LVA,2021-03,101038,2017
LVA,2021-04,115314,2264
LVA,2021-05,133096,2559
LVA,2021-06,137208,2683
LVA,2021-07,138479,2713
LVA,2021-08,142317,2741
LVA,2021-09,154784,2879
LVA,2021-10,219137,3619
LVA,2021-11,252411,4468
LVA,2021-12,271429,4815
LVA,2022-01,388987,5225
LVA,2022-02,649502,5684
LVA,2022-03,790618,6123
LVA,2022-04,817313,6359
LVA,2022-05,825934,6440
LVA,2022-06,831208,6486
LVA,2022-07,861617,6548
LVA,2022-08,894580,6613
LVA,2022-09,921950,6689
LVA,2022-10,949568,6840
LVA,2022-11,960419,6897
LVA,2022-12,970519,7011
LVA,2023-01,972834,7146
LVA,2023-02,973534,7194
LVA,2023-03,974276,7249
LVA,2023-04,975211,7319
LVA,2023-05,975514,7349
LVA,2023-06,975708,7368
LVA,2023-07,975812,7373
LVA,2023-08,975910,7378
LVA,2023-09,976316,7384
LVA,2023-10,976798,7412
LVA,2023-11,977701,7465
LVA,2023-12,977701,7465
LVA,2024-01,977701,7465
LVA,2024-02,977701,7465
LVA,2024-03,977737,7469
LVA,2024-04,977765,7475
LVA,2024-05,977765,7475
LVA,2024-06,977765,7475
MAF,2020-01,0,0
MAF,2020-02,0,0
MAF,2020-03,12,0
MAF,2020-04,38,3
MAF,2020-05,41,3
MAF,2020-06,42,3
MAF,2020-07,49,3
MAF,2020-08,213,5
MAF,2020-09,383,8
MAF,2020-10,542,8
MAF,2020-11,690,12
MAF,2020-12,986,12
MAF,2021-01,1289,12
MAF,2021-02,1554,12
MAF,2021-03,1657,12
MAF,2021-04,1728,13
MAF,2021-05,2009,15
MAF,2021-06,2367,27
MAF,2021-07,2579,30
MAF,2021-08,3356,33
MAF,2021-09,3795,35
MAF,2021-10,3941,37
MAF,2021-11,4031,38
MAF,2021-12,4118,39
MAF,2022-01,9433,42
MAF,2022-02,9842,44
MAF,2022-03,9988,44
MAF,2022-04,10316,44
MAF,2022-05,10688,44
MAF,2022-06,10952,45
MAF,2022-07,11667,46
MAF,2022-08,11941,46
MAF,2022-09,11978,46
MAF,2022-10,12026,46
MAF,2022-11,12058,46
MAF,2022-12,12180,46
MAF,2023-01,12244,46
MAF,2023-02,12264,46
MAF,2023-03,12280,46
MAF,2023-04,12300,46
MAF,2023-05,12303,46
MAF,2023-06,12324,46
MAF,2023-07,12324,46
MAF,2023-08,12324,46
MAF,2023-09,12324,46
MAF,2023-10,12324,46
MAF,2023-11,12324,46
MAF,2023-12,12324,46
MAF,2024-01,12324,46
MAF,2024-02,12324,46
MAF,2024-03,12324,46
MAF,2024-04,12324,46
MAF,2024-05,12324,46
MAF,2024-06,12324,46
MAR,2020-01,0,0
MAR,2020-02,0,0
MAR,2020-03,390,25
MAR,2020-04,3897,159
MAR,2020-05,7780,204
MAR,2020-06,11877,220
MAR,2020-07,19645,305
MAR,2020-08,60056,1078
MAR,2020-09,115241,2041
MAR,2020-10,194461,3255
MAR,2020-11,349688,5739
MAR,2020-12,430562,7204
MAR,2021-01,470691,8259
MAR,2021-02,483410,8615
MAR,2021-03,494358,8798
MAR,2021-04,509037,8988
MAR,2021-05,518868,9138
MAR,2021-06,529224,9273
MAR,2021-07,575162,9559
MAR,2021-08,849532,12361
MAR,2021-09,928571,14132
MAR,2021-10,945960,14667
MAR,2021-11,949648,14774
MAR,2021-12,955587,14827
MAR,2022-01,1129140,15328
MAR,2022-02,1160750,15970
MAR,2022-03,1162923,16057
MAR,2022-04,1164670,16065
MAR,2022-05,1167732,16076
MAR,2022-06,1202461,16098
MAR,2022-07,1260759,16234
MAR,2022-08,1264286,16271
MAR,2022-09,1264872,16278
MAR,2022-10,1265572,16281
MAR,2022-11,1268295,16284
MAR,2022-12,1271244,16294
MAR,2023-01,1272222,16296
MAR,2023-02,1272442,16296
MAR,2023-03,1272622,16296
MAR,2023-04,1273463,16297
MAR,2023-05,1274733,16297
MAR,2023-06,1275136,16297
MAR,2023-07,1275273,16297
MAR,2023-08,1275555,16297
MAR,2023-09,1276635,16297
MAR,2023-10,1277342,16297
MAR,2023-11,1277746,16297
MAR,2023-12,1278269,16300
MAR,2024-01,1278752,16301
MAR,2024-02,1279034,16303
MAR,2024-03,1279080,16304
MAR,2024-04,1279115,16305
MAR,2024-05,1279115,16305
MAR,2024-06,1279115,16305
MCO,2020-01,1,0
MCO,2020-02,1,0
MCO,2020-03,27,0
MCO,2020-04,56,1
MCO,2020-05,59,1
MCO,2020-06,61,1
MCO,2020-07,71,1
MCO,2020-08,123,1
MCO,2020-09,182,2
MCO,2020-10,259,2
MCO,2020-11,469,3
MCO,2020-12,645,3
MCO,2021-01,1310,12
MCO,2021-02,1774,24
MCO,2021-03,2078,28
MCO,2021-04,2245,31
MCO,2021-05,2329,32
MCO,2021-06,2386,33
MCO,2021-07,2628,33
MCO,2021-08,3049,35
MCO,2021-09,3160,35
MCO,2021-10,3268,36
MCO,2021-11,3548,36
MCO,2021-12,4605,38
MCO,2022-01,8629,46
MCO,2022-02,9717,51
MCO,2022-03,10955,54
MCO,2022-04,12100,57
MCO,2022-05,12666,57
MCO,2022-06,13369,57
MCO,2022-07,14627,61
MCO,2022-08,14895,61
MCO,2022-09,15086,63
MCO,2022-10,15487,65
MCO,2022-11,15889,65
MCO,2022-12,16439,65
MCO,2023-01,16577,65
MCO,2023-02,16634,67
MCO,2023-03,16686,67
MCO,2023-04,16755,67
MCO,2023-05,16793,67
MCO,2023-06,16826,67
MCO,2023-07,16852,67
MCO,2023-08,16901,67
MCO,2023-09,16975,67
MCO,2023-10,17090,67
MCO,2023-11,17181,67
MCO,2023-12,17181,67
MCO,2024-01,17181,67
MCO,2024-02,17181,67
MCO,2024-03,17181,67
MCO,2024-04,17181,67
MCO,2024-05,17181,67
MCO,2024-06,17181,67
MDA,2020-01,0,0
MDA,2020-02,0,0
MDA,2020-03,231,2
MDA,2020-04,3304,94
MDA,2020-05,8098,296
MDA,2020-06,16080,528
MDA,2020-07,22828,737
MDA,2020-08,36404,995
MDA,2020-09,50534,1284
MDA,2020-10,71089,1678
MDA,2020-11,105852,2295
MDA,2020-12,140996,2960
MDA,2021-01,159513,3621
MDA,2021-02,184856,4183
MDA,2021-03,225660,5044
MDA,2021-04,248898,6140
MDA,2021-05,255105,6598
MDA,2021-06,256527,6726
MDA,2021-07,258581,6790
MDA,2021-08,266784,6945
MDA,2021-09,288377,7248
MDA,2021-10,337115,8330
MDA,2021-11,362326,9633
MDA,2021-12,374349,10184
MDA,2022-01,438249,10635
MDA,2022-02,501312,11213
MDA,2022-03,512602,11417
MDA,2022-04,516986,11489
MDA,2022-05,518967,11544
MDA,2022-06,519703,11563
MDA,2022-07,532187,11608
MDA,2022-08,569088,11725
MDA,2022-09,589437,11844
MDA,2022-10,593723,11894
MDA,2022-11,594661,11913
MDA,2022-12,596100,11929
MDA,2023-01,598581,11953
MDA,2023-02,607360,11988
MDA,2023-03,617750,12069
MDA,2023-04,620333,12113
MDA,2023-05,620626,12118
MDA,2023-06,620736,12124
MDA,2023-07,620848,12125
MDA,2023-08,621238,12125
MDA,2023-09,623684,12126
MDA,2023-10,626652,12150
MDA,2023-11,627951,12157
MDA,2023-12,631061,12174
MDA,2024-01,633670,12197
MDA,2024-02,634934,12216
MDA,2024-03,635389,12231
MDA,2024-04,635614,12234
MDA,2024-05,635684,12237
MDA,2024-06,635749,12239
MDG,2020-01,0,0
MDG,2020-02,0,0
MDG,2020-03,42,0
MDG,2020-04,124,0
MDG,2020-05,758,6
MDG,2020-06,2005,16
MDG,2020-07,8866,78
MDG,2020-08,14791,190
MDG,2020-09,16257,229
MDG,2020-10,16968,244
MDG,2020-11,17341,251
MDG,2020-12,17714,261
MDG,2021-01,19065,281
MDG,2021-02,20155,300
MDG,2021-03,23585,387
MDG,2021-04,35746,599
MDG,2021-05,41266,835
MDG,2021-06,42194,906
MDG,2021-07,42669,943
MDG,2021-08,42862,955
MDG,2021-09,43597,960
MDG,2021-10,43632,964
MDG,2021-11,44330,967
MDG,2021-12,50279,1027
MDG,2022-01,59319,1274
MDG,2022-02,63659,1366
MDG,2022-03,64009,1384
MDG,2022-04,64152,1391
MDG,2022-05,64377,1395
MDG,2022-06,65381,1398
MDG,2022-07,66491,1408
MDG,2022-08,66626,1410
MDG,2022-09,66676,1410
MDG,2022-10,66746,1411
MDG,2022-11,67259,1412
MDG,2022-12,67735,1416
MDG,2023-01,67827,1419
MDG,2023-02,67865,1422
MDG,2023-03,68049,1424
MDG,2023-04,68236,1424
MDG,2023-05,68288,1425
MDG,2023-06,68289,1425
MDG,2023-07,68317,1425
MDG,2023-08,68332,1425
MDG,2023-09,68344,1425
MDG,2023-10,68356,1425
MDG,2023-11,68394,1426
MDG,2023-12,68482,1426
MDG,2024-01,68499,1426
MDG,2024-02,68506,1426
MDG,2024-03,68513,1426
MDG,2024-04,68521,1427
MDG,2024-05,68546,1427
MDG,2024-06,68552,1427
MDV,2020-01,0,0
MDV,2020-02,0,0
MDV,2020-03,16,0
MDV,2020-04,188,0
MDV,2020-05,1672,5
MDV,2020-06,2324,8
MDV,2020-07,3302,15
MDV,2020-08,7667,28
MDV,2020-09,10098,34
MDV,2020-10,11505,37
MDV,2020-11,12994,46
MDV,2020-12,13644,48
MDV,2021-01,15841,52
MDV,2021-02,19793,62
MDV,2021-03,23524,66
MDV,2021-04,27874,71
MDV,2021-05,63686,158
MDV,2021-06,73327,209
MDV,2021-07,76750,219
MDV,2021-08,80791,226
MDV,2021-09,84362,231
MDV,2021-10,87784,243
MDV,2021-11,91464,248
MDV,2021-12,94864,261
MDV,2022-01,136126,275
MDV,2022-02,169632,297
MDV,2022-03,177103,298
MDV,2022-04,179200,298
MDV,2022-05,179765,298
MDV,2022-06,181586,305
MDV,2022-07,184485,307
MDV,2022-08,184856,308
MDV,2022-09,185042,308
MDV,2022-10,185364,308
MDV,2022-11,185618,311
MDV,2022-12,185678,311
MDV,2023-01,185715,311
MDV,2023-02,185732,311
MDV,2023-03,185771,311
MDV,2023-04,186435,313
MDV,2023-05,186651,315
MDV,2023-06,186683,316
MDV,2023-07,186687,316
MDV,2023-08,186694,316
MDV,2023-09,186694,316
MDV,2023-10,186694,316
MDV,2023-11,186694,316
MDV,2023-12,186694,316
MDV,2024-01,186694,316
MDV,2024-02,186694,316
MDV,2024-03,186694,316
MDV,2024-04,186694,316
MDV,2024-05,186694,316
MDV,2024-06,186694,316
MEX,2020-01,0,0
MEX,2020-02,1,0
MEX,2020-03,2117,28
MEX,2020-04,22764,2758
MEX,2020-05,120229,19598
MEX,2020-06,262500,38556
MEX,2020-07,450411,59899
MEX,2020-08,654773,82502
MEX,2020-09,792360,95061
MEX,2020-10,941146,105931
MEX,2020-11,1174039,124079
MEX,2020-12,1453414,143890
MEX,2021-01,1936751,186191
MEX,2021-02,2136881,210984
MEX,2021-03,2268344,223607
MEX,2021-04,2360265,231474
MEX,2021-05,2440127,236574
MEX,2021-06,2528288,239391
MEX,2021-07,2802327,245093
MEX,2021-08,3411959,268395
MEX,2021-09,3692414,285425
MEX,2021-10,3853632,295691
MEX,2021-11,3929117,299754
MEX,2021-12,4001979,303255
MEX,2022-01,5350028,312317
MEX,2022-02,5701804,323482
MEX,2022-03,5754230,325502
MEX,2022-04,5772561,325913
MEX,2022-05,5806224,326108
MEX,2022-06,6012724,326374
MEX,2022-07,6881192,328679
MEX,2022-08,7071309,330221
MEX,2022-09,7115139,330638
MEX,2022-10,7132580,330818
MEX,2022-11,7152968,330916
MEX,2022-12,7245590,331322
MEX,2023-01,7387085,332621
MEX,2023-02,7466359,333250
MEX,2023-03,7540468,333640
MEX,2023-04,7592878,334034
MEX,2023-05,7621073,334229
MEX,2023-06,7633302,334373
MEX,2023-07,7649347,334507
MEX,2023-08,7675566,334660
MEX,2023-09,7706221,334824
MEX,2023-10,7709034,334945
MEX,2023-11,7709350,334983
MEX,2023-12,7709747,335011
MEX,2024-01,7709747,335011
MEX,2024-02,7709747,335011
MEX,2024-03,7709747,335011
MEX,2024-04,7709747,335011
MEX,2024-05,7709747,335011
MEX,2024-06,7709747,335011
MHL,2020-01,0,0
MHL,2020-02,0,0
MHL,2020-03,0,0
MHL,2020-04,0,0
MHL,2020-05,0,0
MHL,2020-06,0,0
MHL,2020-07,0,0
MHL,2020-08,0,0
MHL,2020-09,0,0
MHL,2020-10,0,0
MHL,2020-11,4,0
MHL,2020-12,4,0
MHL,2021-01,4,0
MHL,2021-02,4,0
MHL,2021-03,4,0
MHL,2021-04,4,0
MHL,2021-05,4,0
MHL,2021-06,4,0
MHL,2021-07,4,0
MHL,2021-08,4,0
MHL,2021-09,4,0
MHL,2021-10,4,0
MHL,2021-11,4,0
MHL,2021-12,4,0
MHL,2022-01,7,0
MHL,2022-02,7,0
MHL,2022-03,7,0
MHL,2022-04,15,0
MHL,2022-05,17,0
MHL,2022-06,18,0
MHL,2022-07,64,0
MHL,2022-08,14797,16
MHL,2022-09,15275,17
MHL,2022-10,15375,17
MHL,2022-11,15541,17
MHL,2022-12,15544,17
MHL,2023-01,15584,17
MHL,2023-02,15618,17
MHL,2023-03,15723,17
MHL,2023-04,16081,17
MHL,2023-05,16081,17
MHL,2023-06,16098,17
MHL,2023-07,16098,17
MHL,2023-08,16098,17
MHL,2023-09,16133,17
MHL,2023-10,16138,17
MHL,2023-11,16138,17
MHL,2023-12,16138,17
MHL,2024-01,16138,17
MHL,2024-02,16138,17
MHL,2024-03,16178,17
MHL,2024-04,16178,17
MHL,2024-05,16248,17
MHL,2024-06,16248,17
MKD,2020-01,0,0
MKD,2020-02,0,0
MKD,2020-03,285,6
MKD,2020-04,1398,69
MKD,2020-05,2315,139
MKD,2020-06,6212,307
MKD,2020-07,10210,480
MKD,2020-08,14330,616
MKD,2020-09,17666,748
MKD,2020-10,27194,970
MKD,2020-11,61868,2058
MKD,2020-12,81796,2896
MKD,2021-01,92726,3376
MKD,2021-02,103003,3662
MKD,2021-03,127199,4314
MKD,2021-04,150616,5414
MKD,2021-05,155254,5871
MKD,2021-06,155667,5910
MKD,2021-07,156076,5915
MKD,2021-08,175612,6421
MKD,2021-09,189975,7173
MKD,2021-10,202710,7660
MKD,2021-11,215104,8062
MKD,2021-12,223309,8352
MKD,2022-01,268789,8835
MKD,2022-02,297183,9439
MKD,2022-03,305014,9588
MKD,2022-04,309107,9629
MKD,2022-05,311772,9646
MKD,2022-06,313473,9654
MKD,2022-07,328101,9696
MKD,2022-08,339825,9812
MKD,2022-09,342570,9841
MKD,2022-10,344116,9858
MKD,2022-11,344852,9867
MKD,2022-12,345588,9876
MKD,2023-01,346517,9899
MKD,2023-02,346994,9908
MKD,2023-03,347657,9917
MKD,2023-04,348209,9937
MKD,2023-05,348322,9939
MKD,2023-06,348349,9941
MKD,2023-07,348377,9941
MKD,2023-08,348451,9942
MKD,2023-09,349104,9946
MKD,2023-10,349868,9958
MKD,2023-11,350069,9963
MKD,2023-12,350316,9965
MKD,2024-01,350499,9971
MKD,2024-02,350546,9976
MKD,2024-03,350579,9977
MKD,2024-04,350588,9977
MKD,2024-05,350596,9977
MKD,2024-06,350609,9977
MLI,2020-01,0,0
MLI,2020-02,0,0
MLI,2020-03,17,1
MLI,2020-04,370,21
MLI,2020-05,1248,76
MLI,2020-06,2058,113
MLI,2020-07,2388,123
MLI,2020-08,2757,126
MLI,2020-09,3080,130
MLI,2020-10,3472,132
MLI,2020-11,4659,149
MLI,2020-12,6574,250
MLI,2021-01,8069,330
MLI,2021-02,8365,352
MLI,2021-03,9773,376
MLI,2021-04,13560,462
MLI,2021-05,14265,517
MLI,2021-06,14414,525
MLI,2021-07,14540,530
MLI,2021-08,14846,539
MLI,2021-09,15153,547
MLI,2021-10,16038,563
MLI,2021-11,17300,603
MLI,2021-12,20011,653
MLI,2022-01,30008,711
MLI,2022-02,30371,722
MLI,2022-03,30470,727
MLI,2022-04,30727,731
MLI,2022-05,31088,734
MLI,2022-06,31153,737
MLI,2022-07,31222,739
MLI,2022-08,31314,739
MLI,2022-09,32601,741
MLI,2022-10,32731,742
MLI,2022-11,32758,742
MLI,2022-12,32768,743
MLI,2023-01,32778,743
MLI,2023-02,32997,743
MLI,2023-03,33106,743
MLI,2023-04,33144,743
MLI,2023-05,33148,743
MLI,2023-06,33151,743
MLI,2023-07,33151,743
MLI,2023-08,33153,743
MLI,2023-09,33157,743
MLI,2023-10,33160,743
MLI,2023-11,33161,743
MLI,2023-12,33164,743
MLI,2024-01,33164,743
MLI,2024-02,33164,743
MLI,2024-03,33164,743
MLI,2024-04,33164,743
MLI,2024-05,33164,743
MLI,2024-06,33164,743
MLT,2020-01,0,0
MLT,2020-02,0,0
MLT,2020-03,159,0
MLT,2020-04,451,4
MLT,2020-05,621,9
MLT,2020-06,673,9
MLT,2020-07,704,9
MLT,2020-08,2026,12
MLT,2020-09,3191,33
MLT,2020-10,5762,54
MLT,2020-11,10065,143
MLT,2020-12,12616,227
MLT,2021-01,18314,284
MLT,2021-02,22886,335
MLT,2021-03,29073,404
MLT,2021-04,30320,431
MLT,2021-05,30699,434
MLT,2021-06,30784,435
MLT,2021-07,33973,438
MLT,2021-08,36294,458
MLT,2021-09,37276,474
MLT,2021-10,37845,481
MLT,2021-11,39503,488
MLT,2021-12,47436,493
MLT,2022-01,67704,568
MLT,2022-02,71132,625
MLT,2022-03,77234,652
MLT,2022-04,90710,709
MLT,2022-05,94671,742
MLT,2022-06,101100,761
MLT,2022-07,112857,815
MLT,2022-08,113992,822
MLT,2022-09,114566,825
MLT,2022-10,115339,829
MLT,2022-11,115769,830
MLT,2022-12,116237,834
MLT,2023-01,117052,845
MLT,2023-02,117467,848
MLT,2023-03,117993,852
MLT,2023-04,118513,855
MLT,2023-05,118745,857
MLT,2023-06,118966,861
MLT,2023-07,119423,872
MLT,2023-08,120044,877
MLT,2023-09,120422,882
MLT,2023-10,120705,885
MLT,2023-11,120782,886
MLT,2023-12,121022,891
MLT,2024-01,121322,902
MLT,2024-02,121393,903
MLT,2024-03,121409,905
MLT,2024-04,121423,905
MLT,2024-05,121480,907
MLT,2024-06,121628,909
MMR,2020-01,0,0
MMR,2020-02,0,0
MMR,2020-03,8,0
MMR,2020-04,146,5
MMR,2020-05,224,6
MMR,2020-06,299,6
MMR,2020-07,350,6
MMR,2020-08,775,6
MMR,2020-09,9991,198
MMR,2020-10,43788,1066
MMR,2020-11,87977,1887
MMR,2020-12,121886,2601
MMR,2021-01,140145,3131
MMR,2021-02,141896,3199
MMR,2021-03,142385,3206
MMR,2021-04,142722,3207
MMR,2021-05,143571,3216
MMR,2021-06,153160,3297
MMR,2021-07,269525,7111
MMR,2021-08,392300,15183
MMR,2021-09,458154,17527
MMR,2021-10,500073,18697
MMR,2021-11,521561,19088
MMR,2021-12,529613,19254
MMR,2022-01,535254,19310
MMR,2022-02,586198,19365
MMR,2022-03,610858,19430
MMR,2022-04,612749,19434
MMR,2022-05,613315,19434
MMR,2022-06,613556,19434
MMR,2022-07,614092,19434
MMR,2022-08,614962,19437
MMR,2022-09,621402,19455
MMR,2022-10,631625,19482
MMR,2022-11,633167,19488
MMR,2022-12,633612,19490
MMR,2023-01,633819,19490
MMR,2023-02,633911,19490
MMR,2023-03,634073,19490
MMR,2023-04,634877,19492
MMR,2023-05,638668,19494
MMR,2023-06,640302,19494
MMR,2023-07,641056,19494
MMR,2023-08,641167,19494
MMR,2023-09,641253,19494
MMR,2023-10,641341,19494
MMR,2023-11,641376,19494
MMR,2023-12,641448,19494
MMR,2024-01,641687,19494
MMR,2024-02,641806,19494
MMR,2024-03,641951,19494
MMR,2024-04,642092,19494
MMR,2024-05,642413,19494
MMR,2024-06,642618,19494
MNE,2020-01,0,0
MNE,2020-02,0,0
MNE,2020-03,0,0
MNE,2020-04,0,0
MNE,2020-05,3,2
MNE,2020-06,40,2
MNE,2020-07,40,2
MNE,2020-08,2008,58
MNE,2020-09,7760,117
MNE,2020-10,14059,223
MNE,2020-11,23699,363
MNE,2020-12,35210,543
MNE,2021-01,59813,694
MNE,2021-02,74597,892
MNE,2021-03,88683,1134
MNE,2021-04,95029,1370
MNE,2021-05,97871,1488
MNE,2021-06,98449,1514
MNE,2021-07,99442,1533
MNE,2021-08,109127,1598
MNE,2021-09,124298,1777
MNE,2021-10,138939,1985
MNE,2021-11,151269,2167
MNE,2021-12,158010,2276
MNE,2022-01,191772,2366
MNE,2022-02,201995,2487
MNE,2022-03,204576,2531
MNE,2022-04,206468,2547
MNE,2022-05,208839,2554
MNE,2022-06,211225,2558
MNE,2022-07,219460,2571
MNE,2022-08,234531,2596
MNE,2022-09,238911,2606
MNE,2022-10,242167,2610
MNE,2022-11,243061,2614
MNE,2022-12,243973,2616
MNE,2023-01,245686,2621
MNE,2023-02,247582,2627
MNE,2023-03,249171,2640
MNE,2023-04,250873,2652
MNE,2023-05,251261,2654
MNE,2023-06,251280,2654
MNE,2023-07,251280,2654
MNE,2023-08,251280,2654
MNE,2023-09,251280,2654
MNE,2023-10,251280,2654
MNE,2023-11,251280,2654
MNE,2023-12,251280,2654
MNE,2024-01,251280,2654
MNE,2024-02,251280,2654
MNE,2024-03,251280,2654
MNE,2024-04,251280,2654
MNE,2024-05,251280,2654
MNE,2024-06,251280,2654
MNG,2020-01,0,0
MNG,2020-02,0,0
MNG,2020-03,12,0
MNG,2020-04,38,0
MNG,2020-05,179,0
MNG,2020-06,219,0
MNG,2020-07,288,0
MNG,2020-08,301,0
MNG,2020-09,313,0
MNG,2020-10,337,0
MNG,2020-11,784,0
MNG,2020-12,1121,1
MNG,2021-01,1814,2
MNG,2021-02,2952,2
MNG,2021-03,7589,6
MNG,2021-04,31339,83
MNG,2021-05,58439,253
MNG,2021-06,111505,479
MNG,2021-07,157974,688
MNG,2021-08,211275,835
MNG,2021-09,358667,1152
MNG,2021-10,592994,1672
MNG,2021-11,667361,1922
MNG,2021-12,690950,1981
MNG,2022-01,841848,2036
MNG,2022-02,908157,2096
MNG,2022-03,918904,2108
MNG,2022-04,920436,2108
MNG,2022-05,925073,2115
MNG,2022-06,928586,2116
MNG,2022-07,947022,2119
MNG,2022-08,977256,2128
MNG,2022-09,982700,2131
MNG,2022-10,984823,2131
MNG,2022-11,992101,2134
MNG,2022-12,1007314,2136
MNG,2023-01,1007869,2136
MNG,2023-02,1007897,2136
MNG,2023-03,1007911,2136
MNG,2023-04,1007999,2136
MNG,2023-05,1009326,2136
MNG,2023-06,1010796,2136
MNG,2023-07,1010898,2136
MNG,2023-08,1010928,2136
MNG,2023-09,1011030,2136
MNG,2023-10,1011138,2136
MNG,2023-11,1011211,2136
MNG,2023-12,1011334,2136
MNG,2024-01,1011367,2136
MNG,2024-02,1011393,2136
MNG,2024-03,1011431,2136
MNG,2024-04,1011463,2136
MNG,2024-05,1011481,2136
MNG,2024-06,1011489,2136
MNP,2020-01,0,0
MNP,2020-02,0,0
MNP,2020-03,0,0
MNP,2020-04,14,2
MNP,2020-05,22,2
MNP,2020-06,30,2
MNP,2020-07,39,2
MNP,2020-08,56,2
MNP,2020-09,70,2
MNP,2020-10,88,2
MNP,2020-11,105,2
MNP,2020-12,122,2
MNP,2021-01,132,2
MNP,2021-02,143,2
MNP,2021-03,159,2
MNP,2021-04,164,2
MNP,2021-05,183,2
MNP,2021-06,183,2
MNP,2021-07,190,2
MNP,2021-08,241,2
MNP,2021-09,266,2
MNP,2021-10,312,3
MNP,2021-11,787,3
MNP,2021-12,2893,11
MNP,2022-01,4864,23
MNP,2022-02,9514,30
MNP,2022-03,11022,33
MNP,2022-04,11221,34
MNP,2022-05,11333,34
MNP,2022-06,11569,34
MNP,2022-07,12732,38
MNP,2022-08,13123,40
MNP,2022-09,13171,40
MNP,2022-10,13171,40
MNP,2022-11,13171,40
MNP,2022-12,13236,41
MNP,2023-01,13395,41
MNP,2023-02,13649,41
MNP,2023-03,13773,41
MNP,2023-04,13849,41
MNP,2023-05,13935,41
MNP,2023-06,14000,41
MNP,2023-07,14096,41
MNP,2023-08,14167,41
MNP,2023-09,14276,41
MNP,2023-10,14318,41
MNP,2023-11,14334,41
MNP,2023-12,14341,41
MNP,2024-01,14369,41
MNP,2024-02,14488,41
MNP,2024-03,14610,41
MNP,2024-04,14661,41
MNP,2024-05,14694,41
MNP,2024-06,14702,41
MOZ,2020-01,0,0
MOZ,2020-02,0,0
MOZ,2020-03,8,0
MOZ,2020-04,70,0
MOZ,2020-05,244,2
MOZ,2020-06,839,5
MOZ,2020-07,1616,11
MOZ,2020-08,3760,22
MOZ,2020-09,7757,54
MOZ,2020-10,11895,85
MOZ,2020-11,15586,129
MOZ,2020-12,18162,159
MOZ,2021-01,37705,363
MOZ,2021-02,58772,630
MOZ,2021-03,67011,762
MOZ,2021-04,69643,807
MOZ,2021-05,70724,836
MOZ,2021-06,74704,867
MOZ,2021-07,108760,1257
MOZ,2021-08,145724,1842
MOZ,2021-09,150494,1909
MOZ,2021-10,151288,1930
MOZ,2021-11,151520,1940
MOZ,2021-12,164862,1960
MOZ,2022-01,223738,2167
MOZ,2022-02,225036,2192
MOZ,2022-03,225237,2200
MOZ,2022-04,225358,2201
MOZ,2022-05,225701,2203
MOZ,2022-06,227527,2212
MOZ,2022-07,229564,2215
MOZ,2022-08,230064,2220
MOZ,2022-09,230219,2222
MOZ,2022-10,230475,2224
MOZ,2022-11,230624,2226
MOZ,2022-12,230970,2230
MOZ,2023-01,232510,2236
MOZ,2023-02,233148,2242
MOZ,2023-03,233334,2242
MOZ,2023-04,233417,2243
MOZ,2023-05,233417,2243
MOZ,2023-06,233417,2243
MOZ,2023-07,233417,2243
MOZ,2023-08,233638,2249
MOZ,2023-09,233651,2249
MOZ,2023-10,233662,2249
MOZ,2023-11,233711,2250
MOZ,2023-12,233731,2250
MOZ,2024-01,233763,2252
MOZ,2024-02,233765,2252
MOZ,2024-03,233772,2252
MOZ,2024-04,233792,2252
MOZ,2024-05,233811,2252
MOZ,2024-06,233825,2252
MRT,2020-01,0,0
MRT,2020-02,0,0
MRT,2020-03,5,0
MRT,2020-04,7,149
MRT,2020-05,483,171
MRT,2020-06,4025,269
MRT,2020-07,6151,304
MRT,2020-08,7018,306
MRT,2020-09,7462,308
MRT,2020-10,7663,308
MRT,2020-11,8547,315
MRT,2020-12,13516,337
MRT,2021-01,16608,420
MRT,2021-02,17187,440
MRT,2021-03,17756,448
MRT,2021-04,18192,454
MRT,2021-05,19463,463
MRT,2021-06,20604,486
MRT,2021-07,23555,528
MRT,2021-08,33158,702
MRT,2021-09,35819,768
MRT,2021-10,37222,794
MRT,2021-11,39115,831
MRT,2021-12,40453,862
MRT,2022-01,58129,949
MRT,2022-02,58629,979
MRT,2022-03,58666,982
MRT,2022-04,58683,982
MRT,2022-05,59102,982
MRT,2022-06,59428,982
MRT,2022-07,62540,991
MRT,2022-08,62759,992
MRT,2022-09,62791,994
MRT,2022-10,63349,997
MRT,2022-11,63419,997
MRT,2022-12,63428,997
MRT,2023-01,63436,997
MRT,2023-02,63438,997
MRT,2023-03,63465,997
MRT,2023-04,63617,997
MRT,2023-05,63681,997
MRT,2023-06,63710,997
MRT,2023-07,63712,997
