ISO3,Date,Cumulative_cases,Cumulative_deaths
ERI,2022-09,10168,103
ERI,2022-10,10188,103
ERI,2022-11,10189,103
ERI,2022-12,10189,103
ERI,2023-01,10189,103
ERI,2023-02,10189,103
ERI,2023-03,10189,103
ERI,2023-04,10189,103
ERI,2023-05,10189,103
ERI,2023-06,10189,103
ERI,2023-07,10189,103
ERI,2023-08,10189,103
ERI,2023-09,10189,103
ERI,2023-10,10189,103
ERI,2023-11,10189,103
ERI,2023-12,10189,103
ERI,2024-01,10189,103
ERI,2024-02,10189,103
ERI,2024-03,10189,103
ERI,2024-04,10189,103
ERI,2024-05,10189,103
ERI,2024-06,10189,103
ESP,2020-01,3,0
ESP,2020-02,19,1
ESP,2020-03,108864,8577
ESP,2020-04,219676,25146
ESP,2020-05,247009,29168
ESP,2020-06,256960,29738
ESP,2020-07,289374,29887
ESP,2020-08,491261,31030
ESP,2020-09,784116,33927
ESP,2020-10,1153485,38258
ESP,2020-11,1683597,48760
ESP,2020-12,1919549,53964
ESP,2021-01,2859888,66379
ESP,2021-02,3155466,75160
ESP,2021-03,3298612,77929
ESP,2021-04,3519002,80128
ESP,2021-05,3711598,81846
ESP,2021-06,3817605,82443
ESP,2021-07,4394169,83180
ESP,2021-08,4881973,86603
ESP,2021-09,4971501,88233
ESP,2021-10,5030286,88934
ESP,2021-11,5171584,89540
ESP,2021-12,6100138,91275
ESP,2022-01,10215638,97777
ESP,2022-02,11121205,102488
ESP,2022-03,11585184,104144
ESP,2022-04,11900975,105597
ESP,2022-05,12442858,108046
ESP,2022-06,12825266,109937
ESP,2022-07,13346107,114283
ESP,2022-08,13436400,116022
ESP,2022-09,13497194,116717
ESP,2022-10,13601280,117485
ESP,2022-11,13682036,118112
ESP,2022-12,13754962,118943
ESP,2023-01,13807675,119866
ESP,2023-02,13831954,120261
ESP,2023-03,13861804,120658
ESP,2023-04,13908711,121148
ESP,2023-05,13952861,121547
ESP,2023-06,13978576,121841
ESP,2023-07,13980340,121852
ESP,2023-08,13980340,121852
ESP,2023-09,13980340,121852
ESP,2023-10,13980340,121852
ESP,2023-11,13980340,121852
ESP,2023-12,13980340,121852
ESP,2024-01,13980340,121852
ESP,2024-02,13980340,121852
ESP,2024-03,13980340,121852
ESP,2024-04,13980340,121852
ESP,2024-05,13980340,121852
ESP,2024-06,13980340,121852
EST,2020-01,0,0
EST,2020-02,0,0
EST,2020-03,5955,73
EST,2020-04,6890,121
EST,2020-05,7112,135
EST,2020-06,7232,137
EST,2020-07,7274,137
EST,2020-08,7616,138
EST,2020-09,8514,138
EST,2020-10,9667,147
EST,2020-11,17528,189
EST,2020-12,31031,284
EST,2021-01,49794,494
EST,2021-02,71872,667
EST,2021-03,109478,943
EST,2021-04,120509,1141
EST,2021-05,129405,1246
EST,2021-06,130844,1262
EST,2021-07,132392,1264
EST,2021-08,141498,1283
EST,2021-09,153921,1341
EST,2021-10,195402,1531
EST,2021-11,211559,1711
EST,2021-12,226809,1828
EST,2022-01,322469,1944
EST,2022-02,479398,2139
EST,2022-03,537245,2329
EST,2022-04,555358,2415
EST,2022-05,561833,2448
EST,2022-06,565074,2465
EST,2022-07,573368,2501
EST,2022-08,580073,2524
EST,2022-09,584186,2554
EST,2022-10,589549,2621
EST,2022-11,591557,2663
EST,2022-12,594217,2727
EST,2023-01,596217,2787
EST,2023-02,597444,2815
EST,2023-03,598774,2840
EST,2023-04,600527,2884
EST,2023-05,601258,2893
EST,2023-06,601588,2898
EST,2023-07,601746,2900
EST,2023-08,601851,2901
EST,2023-09,602187,2902
EST,2023-10,602909,2906
EST,2023-11,604930,2920
EST,2023-12,608581,2972
EST,2024-01,609703,2990
EST,2024-02,610070,2994
EST,2024-03,610294,2997
EST,2024-04,610346,2998
EST,2024-05,610427,2998
EST,2024-06,610471,2998
ETH,2020-01,0,0
ETH,2020-02,0,0
ETH,2020-03,16,0
ETH,2020-04,122,24
ETH,2020-05,1063,28
ETH,2020-06,5570,111
ETH,2020-07,13248,224
ETH,2020-08,49654,771
ETH,2020-09,72700,1166
ETH,2020-10,92858,1419
ETH,2020-11,108930,1695
ETH,2020-12,122413,1901
ETH,2021-01,137021,2091
ETH,2021-02,158058,2354
ETH,2021-03,198794,2784
ETH,2021-04,250955,3531
ETH,2021-05,271200,4143
ETH,2021-06,275881,4309
ETH,2021-07,278446,4367
ETH,2021-08,305077,4631
ETH,2021-09,340845,5369
ETH,2021-10,364960,6451
ETH,2021-11,371177,6736
ETH,2021-12,395750,6894
ETH,2022-01,464754,7327
ETH,2022-02,468625,7458
ETH,2022-03,469611,7492
ETH,2022-04,470417,7510
ETH,2022-05,472232,7513
ETH,2022-06,487217,7530
ETH,2022-07,492194,7568
ETH,2022-08,493132,7571
ETH,2022-09,493505,7572
ETH,2022-10,493939,7572
ETH,2022-11,494462,7572
ETH,2022-12,497096,7572
ETH,2023-01,499466,7572
ETH,2023-02,499959,7572
ETH,2023-03,500436,7573
ETH,2023-04,500831,7574
ETH,2023-05,500890,7574
ETH,2023-06,500920,7574
ETH,2023-07,500946,7574
ETH,2023-08,500991,7574
ETH,2023-09,501060,7574
ETH,2023-10,501077,7574
ETH,2023-11,501104,7574
ETH,2023-12,501117,7574
ETH,2024-01,501117,7574
ETH,2024-02,501157,7574
ETH,2024-03,501158,7574
ETH,2024-04,501167,7574
ETH,2024-05,501171,7574
ETH,2024-06,501172,7574
FIN,2020-01,0,0
FIN,2020-02,2,0
FIN,2020-03,2683,124
FIN,2020-04,5521,282
FIN,2020-05,6591,299
FIN,2020-06,6790,303
FIN,2020-07,7091,307
FIN,2020-08,8121,315
FIN,2020-09,11742,330
FIN,2020-10,17149,344
FIN,2020-11,29945,502
FIN,2020-12,38052,618
FIN,2021-01,49713,724
FIN,2021-02,65895,817
FIN,2021-03,81530,892
FIN,2021-04,88301,934
FIN,2021-05,93539,975
FIN,2021-06,97592,981
FIN,2021-07,111418,1012
FIN,2021-08,132837,1070
FIN,2021-09,146563,1145
FIN,2021-10,168682,1330
FIN,2021-11,202469,1541
FIN,2021-12,322835,1836
FIN,2022-01,584960,2484
FIN,2022-02,768449,3123
FIN,2022-03,963811,3997
FIN,2022-04,1062845,4576
FIN,2022-05,1122777,4920
FIN,2022-06,1167938,5173
FIN,2022-07,1246428,5691
FIN,2022-08,1278516,6008
FIN,2022-09,1317573,6515
FIN,2022-10,1382365,7502
FIN,2022-11,1429634,8136
FIN,2022-12,1456149,8698
FIN,2023-01,1460615,8916
FIN,2023-02,1463276,9042
FIN,2023-03,1468182,9286
FIN,2023-04,1476865,9748
FIN,2023-05,1480508,9958
FIN,2023-06,1482228,10107
FIN,2023-07,1483102,10174
FIN,2023-08,1484243,10249
FIN,2023-09,1486359,10395
FIN,2023-10,1496863,10851
FIN,2023-11,1499712,11334
FIN,2023-12,1499712,11408
FIN,2024-01,1499712,11461
FIN,2024-02,1499712,11466
FIN,2024-03,1499712,11466
FIN,2024-04,1499712,11466
FIN,2024-05,1499712,11466
FIN,2024-06,1499712,11466
FJI,2020-01,0,0
FJI,2020-02,0,0
FJI,2020-03,5,0
FJI,2020-04,18,0
FJI,2020-05,18,0
FJI,2020-06,18,0
FJI,2020-07,27,0
FJI,2020-08,28,2
FJI,2020-09,32,2
FJI,2020-10,33,2
FJI,2020-11,38,2
FJI,2020-12,46,2
FJI,2021-01,55,2
FJI,2021-02,59,2
FJI,2021-03,67,2
FJI,2021-04,91,2
FJI,2021-05,401,4
FJI,2021-06,3591,15
FJI,2021-07,23139,186
FJI,2021-08,46027,479
FJI,2021-09,50755,590
FJI,2021-10,52171,674
FJI,2021-11,52494,696
FJI,2021-12,52944,697
FJI,2022-01,62395,798
FJI,2022-02,63827,833
FJI,2022-03,64376,834
FJI,2022-04,64524,862
FJI,2022-05,64941,863
FJI,2022-06,65463,865
FJI,2022-07,67549,873
FJI,2022-08,68116,878
FJI,2022-09,68242,878
FJI,2022-10,68264,878
FJI,2022-11,68375,878
FJI,2022-12,68702,881
FJI,2023-01,68820,883
FJI,2023-02,68889,883
FJI,2023-03,68911,883
FJI,2023-04,68921,883
FJI,2023-05,68921,883
FJI,2023-06,69036,885
FJI,2023-07,69047,885
FJI,2023-08,69047,885
FJI,2023-09,69047,885
FJI,2023-10,69047,885
FJI,2023-11,69047,885
FJI,2023-12,69047,885
FJI,2024-01,69047,885
FJI,2024-02,69047,885
FJI,2024-03,69047,885
FJI,2024-04,69047,885
FJI,2024-05,69047,885
FJI,2024-06,69047,885
FLK,2020-01,0,0
FLK,2020-02,0,0
FLK,2020-03,0,0
FLK,2020-04,13,0
FLK,2020-05,13,0
FLK,2020-06,13,0
FLK,2020-07,13,0
FLK,2020-08,13,0
FLK,2020-09,13,0
FLK,2020-10,13,0
FLK,2020-11,17,0
FLK,2020-12,29,0
FLK,2021-01,40,0
FLK,2021-02,51,0
FLK,2021-03,51,0
FLK,2021-04,60,0
FLK,2021-05,60,0
FLK,2021-06,60,0
FLK,2021-07,60,0
FLK,2021-08,64,0
FLK,2021-09,67,0
FLK,2021-10,69,0
FLK,2021-11,79,0
FLK,2021-12,81,0
FLK,2022-01,89,0
FLK,2022-02,110,0
FLK,2022-03,119,0
FLK,2022-04,152,0
FLK,2022-05,1663,0
FLK,2022-06,1807,0
FLK,2022-07,1839,0
FLK,2022-08,1886,0
FLK,2022-09,1886,0
FLK,2022-10,1923,0
FLK,2022-11,1923,0
FLK,2022-12,1923,0
FLK,2023-01,1923,0
FLK,2023-02,1923,0
FLK,2023-03,1923,0
FLK,2023-04,1923,0
FLK,2023-05,1923,0
FLK,2023-06,1923,0
FLK,2023-07,1923,0
FLK,2023-08,1923,0
FLK,2023-09,1923,0
FLK,2023-10,1923,0
FLK,2023-11,1923,0
FLK,2023-12,1923,0
FLK,2024-01,1923,0
FLK,2024-02,1923,0
FLK,2024-03,1923,0
FLK,2024-04,1923,0
FLK,2024-05,1923,0
FLK,2024-06,1923,0
FRA,2020-01,3,0
FRA,2020-02,16,0
FRA,2020-03,16,2712
FRA,2020-04,16,14158
FRA,2020-05,8469,18463
FRA,2020-06,18132,19322
FRA,2020-07,32384,19734
FRA,2020-08,130570,20201
FRA,2020-09,388189,21573
FRA,2020-10,1008331,25561
FRA,2020-11,2012405,49277
FRA,2020-12,2338258,63534
FRA,2021-01,2931084,79905
FRA,2021-02,3415218,90533
FRA,2021-03,4090242,98071
FRA,2021-04,4917483,106179
FRA,2021-05,5391736,112567
FRA,2021-06,5490733,114030
FRA,2021-07,5692691,114558
FRA,2021-08,6379634,116596
FRA,2021-09,6613086,118239
FRA,2021-10,6774109,119237
FRA,2021-11,7203450,120453
FRA,2021-12,8709926,124165
FRA,2022-01,18285196,132054
FRA,2022-02,21910919,139114
FRA,2022-03,24116752,142547
FRA,2022-04,27366082,145877
FRA,2022-05,28499829,148873
FRA,2022-06,29596347,149995
FRA,2022-07,32767413,152596
FRA,2022-08,33367049,154373
FRA,2022-09,34005579,155357
FRA,2022-10,35664771,157319
FRA,2022-11,36484764,159085
FRA,2022-12,37989547,161667
FRA,2023-01,38327299,164480
FRA,2023-02,38426361,165261
FRA,2023-03,38588428,165869
FRA,2023-04,38842584,166958
FRA,2023-05,38944076,167638
FRA,2023-06,38997490,167985
FRA,2023-07,38997490,167985
FRA,2023-08,38997490,167985
FRA,2023-09,38997490,167985
FRA,2023-10,38997490,167985
FRA,2023-11,38997490,168004
FRA,2023-12,38997490,168047
FRA,2024-01,38997490,168081
FRA,2024-02,38997490,168089
FRA,2024-03,38997490,168091
FRA,2024-04,38997490,168091
FRA,2024-05,38997490,168091
FRA,2024-06,38997490,168091
FRO,2020-01,0,0
FRO,2020-02,0,0
FRO,2020-03,156,0
FRO,2020-04,187,0
FRO,2020-05,187,0
FRO,2020-06,187,0
FRO,2020-07,214,0
FRO,2020-08,414,0
FRO,2020-09,463,0
FRO,2020-10,493,0
FRO,2020-11,505,0
FRO,2020-12,574,0
FRO,2021-01,657,1
FRO,2021-02,661,1
FRO,2021-03,664,1
FRO,2021-04,666,1
FRO,2021-05,715,1
FRO,2021-06,774,1
FRO,2021-07,973,1
FRO,2021-08,1003,2
FRO,2021-09,1118,2
FRO,2021-10,2086,2
FRO,2021-11,3476,13
FRO,2021-12,5150,13
FRO,2022-01,18622,18
FRO,2022-02,34138,28
FRO,2022-03,34658,28
FRO,2022-04,34658,28
FRO,2022-05,34658,28
FRO,2022-06,34658,28
FRO,2022-07,34658,28
FRO,2022-08,34658,28
FRO,2022-09,34658,28
FRO,2022-10,34658,28
FRO,2022-11,34658,28
FRO,2022-12,34658,28
FRO,2023-01,34658,28
FRO,2023-02,34658,28
FRO,2023-03,34658,28
FRO,2023-04,34658,28
FRO,2023-05,34658,28
FRO,2023-06,34658,28
FRO,2023-07,34658,28
FRO,2023-08,34658,28
FRO,2023-09,34658,28
FRO,2023-10,34658,28
FRO,2023-11,34658,28
FRO,2023-12,34658,28
FRO,2024-01,34658,28
FRO,2024-02,34658,28
FRO,2024-03,34658,28
FRO,2024-04,34658,28
FRO,2024-05,34658,28
FRO,2024-06,34658,28
GAB,2020-01,0,0
GAB,2020-02,0,0
GAB,2020-03,7,0
GAB,2020-04,177,5
GAB,2020-05,2655,17
GAB,2020-06,5209,40
GAB,2020-07,6984,49
GAB,2020-08,8505,53
GAB,2020-09,8728,54
GAB,2020-10,8919,54
GAB,2020-11,9191,59
GAB,2020-12,9497,64
GAB,2021-01,10748,68
GAB,2021-02,14564,83
GAB,2021-03,18426,109
GAB,2021-04,22433,138
GAB,2021-05,24365,150
GAB,2021-06,24984,159
GAB,2021-07,25325,163
GAB,2021-08,25819,165
GAB,2021-09,29126,178
GAB,2021-10,35525,239
GAB,2021-11,37298,279
GAB,2021-12,38870,287
GAB,2022-01,46722,301
GAB,2022-02,47534,303
GAB,2022-03,47584,303
GAB,2022-04,47597,303
GAB,2022-05,47650,304
GAB,2022-06,47824,305
GAB,2022-07,48511,306
GAB,2022-08,48649,306
GAB,2022-09,48691,306
GAB,2022-10,48945,306
GAB,2022-11,48973,306
GAB,2022-12,48979,306
GAB,2023-01,48981,306
GAB,2023-02,48981,306
GAB,2023-03,48981,306
GAB,2023-04,48992,307
GAB,2023-05,48992,307
GAB,2023-06,48992,307
GAB,2023-07,48992,307
GAB,2023-08,48992,307
GAB,2023-09,48992,307
GAB,2023-10,48995,307
GAB,2023-11,49049,307
GAB,2023-12,49051,307
GAB,2024-01,49051,307
GAB,2024-02,49051,307
GAB,2024-03,49051,307
GAB,2024-04,49051,307
GAB,2024-05,49051,307
GAB,2024-06,49051,307
GBR,2020-01,0,0
GBR,2020-02,35,2
GBR,2020-03,23781,2489
GBR,2020-04,149704,33860
GBR,2020-05,254220,52003
GBR,2020-06,282318,55834
GBR,2020-07,300185,57102
GBR,2020-08,336506,57786
GBR,2020-09,444906,58444
GBR,2020-10,901169,61809
GBR,2020-11,1639974,76128
GBR,2020-12,2344433,90475
GBR,2021-01,3880724,129420
GBR,2021-02,4247290,147643
GBR,2021-03,4405263,152211
GBR,2021-04,4486774,153476
GBR,2021-05,4571090,154020
GBR,2021-06,4829385,154424
GBR,2021-07,5810816,155688
GBR,2021-08,6873387,159152
GBR,2021-09,7823123,163282
GBR,2021-10,9232804,168231
GBR,2021-11,10346779,172547
GBR,2021-12,12574779,176159
GBR,2022-01,17354538,183284
GBR,2022-02,18930961,187437
GBR,2022-03,20833310,191138
GBR,2022-04,21967635,196313
GBR,2022-05,22290240,199308
GBR,2022-06,22635758,200511
GBR,2022-07,23342984,204495
GBR,2022-08,23510400,206735
GBR,2022-09,23643075,208067
GBR,2022-10,23915366,211355
GBR,2022-11,24012236,213236
GBR,2022-12,24159037,215345
GBR,2023-01,24284241,219292
GBR,2023-02,24384455,221274
GBR,2023-03,24506101,223973
GBR,2023-04,24587399,226745
GBR,2023-05,24621732,227932
GBR,2023-06,24638312,228604
GBR,2023-07,24654370,228996
GBR,2023-08,24685994,229674
GBR,2023-09,24736233,230727
GBR,2023-10,24800594,232112
GBR,2023-11,24822011,232112
GBR,2023-12,24865162,232112
GBR,2024-01,24893822,232112
GBR,2024-02,24907856,232112
GBR,2024-03,24915661,232112
GBR,2024-04,24922354,232112
GBR,2024-05,24932963,232112
GBR,2024-06,24940968,232112
GEO,2020-01,0,0
GEO,2020-02,0,0
GEO,2020-03,98,0
GEO,2020-04,485,5
GEO,2020-05,783,12
GEO,2020-06,924,15
GEO,2020-07,1131,16
GEO,2020-08,1469,19
GEO,2020-09,5254,28
GEO,2020-10,28431,201
GEO,2020-11,132368,1230
GEO,2020-12,221605,2377
GEO,2021-01,258111,3178
GEO,2021-02,270758,3510
GEO,2021-03,280301,3751
GEO,2021-04,303751,4025
GEO,2021-05,343603,4757
GEO,2021-06,363522,5266
GEO,2021-07,402759,5688
GEO,2021-08,543118,7251
GEO,2021-09,606492,8817
GEO,2021-10,719247,10045
GEO,2021-11,838639,11927
GEO,2021-12,924368,13512
GEO,2022-01,1162773,14895
GEO,2022-02,1603007,16088
GEO,2022-03,1646316,16658
GEO,2022-04,1654255,16750
GEO,2022-05,1657154,16777
GEO,2022-06,1660429,16791
GEO,2022-07,1688218,16809
GEO,2022-08,1741682,16839
GEO,2022-09,1787623,16858
GEO,2022-10,1802257,16873
GEO,2022-11,1806531,16887
GEO,2022-12,1809179,16898
GEO,2023-01,1815712,16933
GEO,2023-02,1827375,16969
GEO,2023-03,1834633,17022
GEO,2023-04,1840865,17064
GEO,2023-05,1843667,17086
GEO,2023-06,1845408,17099
GEO,2023-07,1848124,17114
GEO,2023-08,1855289,17132
GEO,2023-09,1855289,17132
GEO,2023-10,1855289,17132
GEO,2023-11,1856173,17135
GEO,2023-12,1856982,17141
GEO,2024-01,1858526,17147
GEO,2024-02,1860793,17150
GEO,2024-03,1862497,17150
GEO,2024-04,1862910,17150
GEO,2024-05,1863059,17150
GEO,2024-06,1863101,17150
GGY,2020-01,0,0
GGY,2020-02,0,0
GGY,2020-03,46,0
GGY,2020-04,245,16
GGY,2020-05,252,16
GGY,2020-06,252,16
GGY,2020-07,252,16
GGY,2020-08,252,16
GGY,2020-09,257,16
GGY,2020-10,265,16
GGY,2020-11,286,16
GGY,2020-12,297,16
GGY,2021-01,493,16
GGY,2021-02,821,17
GGY,2021-03,821,17
GGY,2021-04,822,17
GGY,2021-05,822,17
GGY,2021-06,834,17
GGY,2021-07,925,17
GGY,2021-08,1250,18
GGY,2021-09,1562,21
GGY,2021-10,2134,23
GGY,2021-11,3747,23
GGY,2021-12,6646,23
GGY,2022-01,11136,30
GGY,2022-02,13728,35
GGY,2022-03,20868,36
GGY,2022-04,24201,39
GGY,2022-05,25624,43
GGY,2022-06,26541,43
GGY,2022-07,29924,50
GGY,2022-08,30651,55
GGY,2022-09,31099,55
GGY,2022-10,32324,57
GGY,2022-11,32766,58
GGY,2022-12,33794,60
GGY,2023-01,34715,66
GGY,2023-02,34929,66
GGY,2023-03,35235,67
GGY,2023-04,35326,67
GGY,2023-05,35326,67
GGY,2023-06,35326,67
GGY,2023-07,35326,67
GGY,2023-08,35326,67
GGY,2023-09,35326,67
GGY,2023-10,35326,67
GGY,2023-11,35326,67
GGY,2023-12,35326,67
GGY,2024-01,35326,67
GGY,2024-02,35326,67
GGY,2024-03,35326,67
GGY,2024-04,35326,67
GGY,2024-05,35326,67
GGY,2024-06,35326,67
GHA,2020-01,0,0
GHA,2020-02,0,0
GHA,2020-03,141,0
GHA,2020-04,1279,0
GHA,2020-05,7768,0
GHA,2020-06,17351,0
GHA,2020-07,33624,0
GHA,2020-08,44460,0
GHA,2020-09,46626,301
GHA,2020-10,47775,316
GHA,2020-11,51790,323
GHA,2020-12,54681,335
GHA,2021-01,67782,424
GHA,2021-02,84349,611
GHA,2021-03,90552,742
GHA,2021-04,92464,779
GHA,2021-05,94011,785
GHA,2021-06,95914,796
GHA,2021-07,102569,823
GHA,2021-08,119436,1036
GHA,2021-09,127016,1150
GHA,2021-10,130391,1188
GHA,2021-11,131137,1224
GHA,2021-12,141295,1287
GHA,2022-01,157220,1404
GHA,2022-02,160028,1442
GHA,2022-03,160925,1445
GHA,2022-04,161172,1445
GHA,2022-05,161481,1445
GHA,2022-06,165749,1449
GHA,2022-07,168127,1457
GHA,2022-08,168580,1459
GHA,2022-09,169100,1459
GHA,2022-10,170707,1460
GHA,2022-11,171009,1461
GHA,2022-12,171038,1461
GHA,2023-01,171112,1462
GHA,2023-02,171172,1462
GHA,2023-03,171412,1462
GHA,2023-04,171653,1462
GHA,2023-05,171653,1462
GHA,2023-06,171653,1462
GHA,2023-07,171653,1462
GHA,2023-08,171653,1462
GHA,2023-09,171653,1462
GHA,2023-10,171753,1462
GHA,2023-11,171827,1462
GHA,2023-12,171834,1462
GHA,2024-01,171834,1462
GHA,2024-02,171834,1462
GHA,2024-03,171875,1462
GHA,2024-04,171990,1462
GHA,2024-05,172029,1462
GHA,2024-06,172037,1462
GIB,2020-01,0,0
GIB,2020-02,0,0
GIB,2020-03,48,0
GIB,2020-04,128,0
GIB,2020-05,153,0
GIB,2020-06,168,0
GIB,2020-07,177,0
GIB,2020-08,266,0
GIB,2020-09,356,0
GIB,2020-10,633,0
GIB,2020-11,991,5
GIB,2020-12,1526,6
GIB,2021-01,4088,73
GIB,2021-02,4228,92
GIB,2021-03,4265,94
GIB,2021-04,4283,94
GIB,2021-05,4293,94
GIB,2021-06,4338,94
GIB,2021-07,4753,94
GIB,2021-08,5323,97
GIB,2021-09,5502,97
GIB,2021-10,5974,98
GIB,2021-11,7162,98
GIB,2021-12,8142,100
GIB,2022-01,12752,100
GIB,2022-02,15313,101
GIB,2022-03,16600,101
GIB,2022-04,17757,101
GIB,2022-05,18427,102
GIB,2022-06,19306,104
GIB,2022-07,19902,105
GIB,2022-08,20049,107
GIB,2022-09,20092,108
GIB,2022-10,20121,108
GIB,2022-11,20193,110
GIB,2022-12,20275,110
GIB,2023-01,20399,111
GIB,2023-02,20423,111
GIB,2023-03,20462,111
GIB,2023-04,20550,113
GIB,2023-05,20550,113
GIB,2023-06,20550,113
GIB,2023-07,20550,113
GIB,2023-08,20550,113
GIB,2023-09,20550,113
GIB,2023-10,20550,113
GIB,2023-11,20550,113
GIB,2023-12,20550,113
GIB,2024-01,20550,113
GIB,2024-02,20550,113
GIB,2024-03,20550,113
GIB,2024-04,20550,113
GIB,2024-05,20550,113
GIB,2024-06,20550,113
GIN,2020-01,0,0
GIN,2020-02,0,0
GIN,2020-03,9,0
GIN,2020-04,1094,8
GIN,2020-05,3706,23
GIN,2020-06,5291,30
GIN,2020-07,6927,42
GIN,2020-08,9251,59
GIN,2020-09,10548,66
GIN,2020-10,11669,71
GIN,2020-11,13039,76
GIN,2020-12,13674,80
GIN,2021-01,14532,82
GIN,2021-02,15992,89
GIN,2021-03,19670,120
GIN,2021-04,21953,140
GIN,2021-05,23172,161
GIN,2021-06,23692,168
GIN,2021-07,24993,198
GIN,2021-08,29400,335
GIN,2021-09,30364,378
GIN,2021-10,30653,385
GIN,2021-11,30763,387
GIN,2021-12,31130,389
GIN,2022-01,36013,416
GIN,2022-02,36393,440
GIN,2022-03,36459,440
GIN,2022-04,36549,442
GIN,2022-05,36764,442
GIN,2022-06,37123,443
GIN,2022-07,37429,445
GIN,2022-08,37567,448
GIN,2022-09,37909,453
GIN,2022-10,38122,458
GIN,2022-11,38176,465
GIN,2022-12,38211,466
GIN,2023-01,38255,467
GIN,2023-02,38280,467
GIN,2023-03,38400,467
GIN,2023-04,38563,468
GIN,2023-05,38563,468
GIN,2023-06,38563,468
GIN,2023-07,38563,468
GIN,2023-08,38563,468
GIN,2023-09,38563,468
GIN,2023-10,38568,468
GIN,2023-11,38572,468
GIN,2023-12,38572,468
GIN,2024-01,38572,468
GIN,2024-02,38572,468
GIN,2024-03,38572,468
GIN,2024-04,38572,468
GIN,2024-05,38572,468
GIN,2024-06,38572,468
GLP,2020-01,0,0
GLP,2020-02,0,0
GLP,2020-03,96,2
GLP,2020-04,149,12
GLP,2020-05,162,14
GLP,2020-06,182,14
GLP,2020-07,203,14
GLP,2020-08,935,15
GLP,2020-09,4954,42
GLP,2020-10,7474,127
GLP,2020-11,8344,149
GLP,2020-12,8620,155
GLP,2021-01,9156,157
GLP,2021-02,9968,164
GLP,2021-03,11512,178
GLP,2021-04,13770,211
GLP,2021-05,16874,255
GLP,2021-06,17539,267
GLP,2021-07,18313,280
GLP,2021-08,45393,503
GLP,2021-09,53106,767
GLP,2021-10,54474,820
GLP,2021-11,55080,823
GLP,2021-12,55795,831
GLP,2022-01,104179,855
GLP,2022-02,124528,918
GLP,2022-03,135981,931
GLP,2022-04,147607,942
GLP,2022-05,160363,948
GLP,2022-06,168714,955
GLP,2022-07,186380,971
GLP,2022-08,191997,986
GLP,2022-09,194709,990
GLP,2022-10,196270,993
GLP,2022-11,197494,995
GLP,2022-12,199988,999
GLP,2023-01,201563,1009
GLP,2023-02,201867,1010
GLP,2023-03,202163,1012
GLP,2023-04,202653,1017
GLP,2023-05,202836,1017
GLP,2023-06,203235,1021
GLP,2023-07,203235,1021
GLP,2023-08,203235,1021
GLP,2023-09,203235,1021
GLP,2023-10,203235,1021
GLP,2023-11,203235,1021
GLP,2023-12,203235,1021
GLP,2024-01,203235,1021
GLP,2024-02,203235,1021
GLP,2024-03,203235,1021
GLP,2024-04,203235,1021
GLP,2024-05,203235,1021
GLP,2024-06,203235,1021
GMB,2020-01,0,0
GMB,2020-02,0,0
GMB,2020-03,3,0
GMB,2020-04,10,0
GMB,2020-05,25,0
GMB,2020-06,45,0
GMB,2020-07,277,0
GMB,2020-08,2963,0
GMB,2020-09,3569,0
GMB,2020-10,3660,119
GMB,2020-11,3734,123
GMB,2020-12,3792,123
GMB,2021-01,4090,128
GMB,2021-02,4712,150
GMB,2021-03,5420,164
GMB,2021-04,5857,173
GMB,2021-05,5993,179
GMB,2021-06,6069,181
GMB,2021-07,7333,208
GMB,2021-08,9698,319
GMB,2021-09,9930,335
GMB,2021-10,9967,340
GMB,2021-11,9992,342
GMB,2021-12,10136,342
GMB,2022-01,11863,364
GMB,2022-02,11939,365
GMB,2022-03,11988,365
GMB,2022-04,11995,365
GMB,2022-05,12003,365
GMB,2022-06,12009,365
GMB,2022-07,12149,368
GMB,2022-08,12380,371
GMB,2022-09,12442,372
GMB,2022-10,12563,372
GMB,2022-11,12586,372
GMB,2022-12,12586,372
GMB,2023-01,12586,372
GMB,2023-02,12596,372
GMB,2023-03,12606,372
GMB,2023-04,12626,372
GMB,2023-05,12626,372
GMB,2023-06,12626,372
GMB,2023-07,12626,372
GMB,2023-08,12626,372
GMB,2023-09,12626,372
GMB,2023-10,12626,372
GMB,2023-11,12626,372
GMB,2023-12,12626,372
GMB,2024-01,12626,372
GMB,2024-02,12626,372
GMB,2024-03,12626,372
GMB,2024-04,12626,372
GMB,2024-05,12627,372
GMB,2024-06,12627,372
GNB,2020-01,0,0
GNB,2020-02,0,0
GNB,2020-03,2,0
GNB,2020-04,52,0
GNB,2020-05,1256,8
GNB,2020-06,1614,21
GNB,2020-07,1954,26
GNB,2020-08,2149,33
GNB,2020-09,2324,39
GNB,2020-10,2403,41
GNB,2020-11,2422,43
GNB,2020-12,2447,45
GNB,2021-01,2635,45
GNB,2021-02,3262,48
GNB,2021-03,3634,61
GNB,2021-04,3726,67
GNB,2021-05,3766,68
GNB,2021-06,3846,69
GNB,2021-07,4213,74
GNB,2021-08,5766,117
GNB,2021-09,6103,135
GNB,2021-10,6134,141
GNB,2021-11,6440,148
GNB,2021-12,6466,149
GNB,2022-01,7586,156
GNB,2022-02,8001,167
GNB,2022-03,8131,169
GNB,2022-04,8186,171
GNB,2022-05,8269,171
GNB,2022-06,8348,171
GNB,2022-07,8440,174
